år;mån;datum;kategori;betalkat;betald;antal
2024;apr;2024-04-19;konferens;nej;nej;28
2024;apr;2024-04-20;konferens;nej;nej;11
2024;apr;2024-04-21;konferens;nej;nej;11
2024;apr;2024-04-23;konferens;nej;nej;10
2024;apr;2024-04-23;konferens;nej;nej;23
2024;apr;2024-04-24;konferens;nej;nej;37
2024;maj;2024-05-03;konferens;nej;nej;130
2024;maj;2024-05-04;konferens;nej;nej;130
2024;maj;2024-05-15;konferens;nej;nej;11
2024;maj;2024-05-15;konferens;nej;nej;100
2024;maj;2024-05-21;konferens;nej;nej;6
2024;maj;2024-05-23;konferens;nej;nej;70
2024;maj;2024-05-23;konferens;nej;nej;5
2024;maj;2024-05-24;konferens;nej;nej;24
2024;maj;2024-05-25;konferens;nej;nej;24
2024;maj;2024-05-29;konferens;nej;nej;17
2024;maj;2024-05-30;konferens;nej;nej;12
2024;jun;2024-05-31;konferens;nej;nej;25
2024;jun;2024-06-04;konferens;nej;nej;8
2024;jun;2024-06-07;konferens;nej;nej;150
2024;jun;2024-06-11;konferens;nej;nej;66
2024;jul;2024-06-13;konferens;nej;nej;30
2024;aug;2024-07-07;konferens;nej;nej;20
2024;aug;2024-08-26;konferens;nej;nej;20
2024;aug;2024-08-30;konferens;nej;nej;200
2024;aug;2024-08-30;konferens;nej;nej;24
2024;sep;2024-08-31;konferens;nej;nej;5
2024;sep;2024-09-01;konferens;nej;nej;3
2024;sep;2024-09-09;konferens;nej;nej;20
2024;sep;2024-09-14;konferens;nej;nej;9
2024;sep;2024-09-14;konferens;nej;nej;51
2024;sep;2024-09-15;konferens;nej;nej;6
2024;sep;2024-09-17;konferens;nej;nej;8
2024;sep;2024-09-22;konferens;nej;nej;28
2024;sep;2024-09-24;konferens;nej;nej;26
2024;sep;2024-09-24;konferens;nej;nej;7
2024;sep;2024-09-25;konferens;nej;nej;26
2024;okt;2024-09-26;konferens;nej;nej;73
2024;okt;2024-10-01;konferens;nej;nej;8
2024;okt;2024-10-02;konferens;nej;nej;20
2024;okt;2024-10-10;konferens;nej;nej;7
2024;okt;2024-10-16;konferens;nej;nej;33
2024;okt;2024-10-18;konferens;nej;nej;40
2024;okt;2024-10-20;konferens;nej;nej;10
2024;nov;2024-10-22;konferens;nej;nej;136
2024;nov;2024-11-07;konferens;nej;nej;3
2024;nov;2024-11-07;konferens;nej;nej;75
2024;nov;2024-11-08;konferens;nej;nej;19
2024;nov;2024-11-09;konferens;nej;nej;10
2024;nov;2024-11-10;konferens;nej;nej;10
2024;nov;2024-11-12;konferens;nej;nej;20
2024;nov;2024-11-12;konferens;nej;nej;30
2024;nov;2024-11-13;konferens;nej;nej;56
2024;nov;2024-11-14;konferens;nej;nej;65
2024;nov;2024-11-15;konferens;nej;nej;50
2024;nov;2024-11-20;konferens;nej;nej;110
2024;nov;2024-11-21;konferens;nej;nej;70
2024;nov;2024-11-22;konferens;nej;nej;29
2024;nov;2024-11-22;konferens;nej;nej;116
2024;nov;2024-11-23;konferens;nej;nej;8
2024;dec;2024-11-24;konferens;nej;nej;8
2024;jan;2024-12-10;konferens;nej;nej;9
2025;jan;2025-01-05;konferens;nej;nej;20
2025;jan;2025-01-17;konferens;nej;nej;15
2025;jan;2025-01-27;konferens;nej;nej;54
2025;feb;2025-01-27;konferens;nej;nej;3
2025;feb;2025-02-06;konferens;nej;nej;40
2025;feb;2025-02-13;konferens;nej;nej;150
2025;feb;2025-02-19;konferens;nej;nej;10
2025;mar;2025-02-21;konferens;nej;nej;25
2025;mar;2025-03-01;konferens;nej;nej;8
2025;mar;2025-03-02;konferens;nej;nej;8
2025;mar;2025-03-05;konferens;nej;nej;50
2025;mar;2025-03-22;konferens;nej;nej;10
2025;apr;2025-03-26;konferens;nej;nej;12
2025;apr;2025-04-09;konferens;nej;nej;9
2025;apr;2025-04-10;konferens;nej;nej;45
2025;apr;2025-04-23;konferens;nej;nej;120
2025;apr;2025-04-24;konferens;nej;nej;80
2025;apr;2025-04-25;konferens;nej;nej;80
2025;maj;2025-04-29;konferens;nej;nej;18
2025;maj;2025-05-08;konferens;nej;nej;12
2025;maj;2025-05-09;konferens;nej;nej;21
2025;maj;2025-05-10;konferens;nej;nej;114
2025;maj;2025-05-13;konferens;nej;nej;62
2025;maj;2025-05-13;konferens;nej;nej;11
2025;maj;2025-05-13;konferens;nej;nej;1
2025;maj;2025-05-19;konferens;nej;nej;50
2025;maj;2025-05-20;konferens;nej;nej;10
2025;maj;2025-05-21;konferens;nej;nej;24
2025;maj;2025-05-22;konferens;nej;nej;152
2025;maj;2025-05-22;konferens;nej;nej;165
2025;maj;2025-05-23;konferens;nej;nej;53
2025;maj;2025-05-23;konferens;nej;nej;100
2025;jun;2025-05-27;konferens;nej;nej;48
2025;jun;2025-06-03;konferens;nej;nej;48
2025;jun;2025-06-20;konferens;nej;nej;0
2025;jul;2025-06-28;konferens;nej;nej;25
2025;jul;2025-07-10;konferens;nej;nej;375
2025;jul;2025-07-29;konferens;nej;nej;450
2025;jul;2025-07-30;konferens;nej;nej;100
2025;jul;2025-07-30;konferens;nej;nej;100
2025;jul;2025-07-30;konferens;nej;nej;100
2025;jul;2025-07-30;konferens;nej;nej;100
2025;jul;2025-07-30;konferens;nej;nej;50
2025;aug;2025-07-31;konferens;nej;nej;900
2025;aug;2025-08-26;konferens;nej;nej;33
2025;aug;2025-08-29;konferens;nej;nej;170
2025;aug;2025-08-29;konferens;nej;nej;80
2025;aug;2025-08-29;konferens;nej;nej;40
2025;aug;2025-08-29;konferens;nej;nej;24
2025;aug;2025-08-29;konferens;nej;nej;-40
2025;aug;2025-08-29;konferens;nej;nej;5
2025;sep;2025-08-30;konferens;nej;nej;22
2025;sep;2025-09-10;konferens;nej;nej;15
2025;sep;2025-09-10;konferens;nej;nej;23
2025;sep;2025-09-10;konferens;nej;nej;51
2025;sep;2025-09-11;konferens;nej;nej;32
2025;sep;2025-09-11;konferens;nej;nej;17
2025;sep;2025-09-16;konferens;nej;nej;35
2025;sep;2025-09-18;konferens;nej;nej;26
2025;sep;2025-09-19;konferens;nej;nej;28
2025;sep;2025-09-20;konferens;nej;nej;28
2025;sep;2025-09-25;konferens;nej;nej;50
2025;sep;2025-09-26;konferens;nej;nej;110
2025;sep;2025-09-26;konferens;nej;nej;4
2025;okt;2025-10-11;konferens;nej;nej;35
2025;okt;2025-10-15;konferens;nej;nej;62
2025;okt;2025-10-16;konferens;nej;nej;36
2025;okt;2025-10-17;konferens;nej;nej;100
2025;okt;2025-10-17;konferens;nej;nej;70
2025;okt;2025-10-18;konferens;nej;nej;10
2025;okt;2025-10-18;konferens;nej;nej;50
2025;okt;2025-10-19;konferens;nej;nej;10
2025;okt;2025-10-21;konferens;nej;nej;6
2025;okt;2025-10-21;konferens;nej;nej;5
2025;okt;2025-10-22;konferens;nej;nej;25
2025;okt;2025-10-23;konferens;nej;nej;25
2025;okt;2025-10-30;konferens;nej;nej;33
2025;nov;2025-11-04;konferens;nej;nej;8
2025;nov;2025-11-08;konferens;nej;nej;52
2025;nov;2025-11-11;konferens;nej;nej;5
2025;nov;2025-11-13;konferens;nej;nej;66
2025;dec;2025-12-04;konferens;nej;nej;5
2025;dec;2025-12-12;konferens;nej;nej;30
2025;dec;2025-12-12;konferens;nej;nej;65
2025;dec;2025-12-17;konferens;nej;nej;13
2025;dec;2025-12-18;konferens;nej;nej;50
2026;feb;2026-02-03;konferens;nej;nej;11
2026;feb;2026-02-10;konferens;nej;nej;25
2026;feb;2026-02-26;konferens;nej;nej;60
2026;feb;2026-02-26;konferens;nej;nej;12
2026;feb;2026-02-26;konferens;nej;nej;1
2026;feb;2026-02-27;konferens;nej;nej;100
2026;feb;2026-02-27;konferens;nej;nej;5
2026;mar;2026-03-01;konferens;nej;nej;10
2026;mar;2026-03-04;konferens;nej;nej;11
2026;mar;2026-03-05;konferens;nej;nej;130
2026;mar;2026-03-08;konferens;nej;nej;30
2026;mar;2026-03-13;konferens;nej;nej;107
2026;mar;2026-03-18;konferens;nej;nej;30
2026;mar;2026-03-19;konferens;nej;nej;30
2026;mar;2026-03-19;konferens;nej;nej;67
2026;mar;2026-03-19;konferens;nej;nej;9
2026;mar;2026-03-24;konferens;nej;nej;2
2026;mar;2026-03-26;konferens;nej;nej;140
2026;mar;2026-03-26;konferens;nej;nej;40
2026;apr;2026-04-09;konferens;nej;nej;27
2026;apr;2026-04-30;konferens;nej;nej;572
