datum;dagsrapport
2023-07-04;Freinetskolan kom med en förskoleklass för att pyssla och leka på lekplatsen, de var 2 vuxna och 5 barn. Malmökretsen Svenska Röda Korset besökte museet på egen hand, de var 22 vuxna och 34 barn. Till dagens pyssel kom 21 barn och 14 vuxna. Till Lekfulla tidsresor hade sol och regnskurar idag så det blev någon paus i föreställningen. Till kl. 13 kom 50 personer, varav 32 barn och till kl.14.30 kom 27 personer, varav 8 barn. 
2023-07-03;Gunilla Gardelin hade visning för 9 personer från Kulturmiljö Halland.
2023-07-02;Jessicas hade 7 pers på sin visning Sport och Lek på museet. Ola hade 4 pers på visningen Friluftsmuseet. :)
2023-07-01;Vigsel under dagen med 60 närvarande. Ola hade en visning av Arbetarbostaden med 2 personer. Jessica hade en visning av Friluftsmuseet med 2 personer. Det var också en konsert i Bosebo Kyrka, Hans Nordberg spelade och det kom 52 personer.
2023-06-30;Idag öppnade den nya lekplatsen, med många besökande barnfamiljer! Olle höll sommarverkstaden  med pyssel av sommarfåglar - 10 barn och 7 vuxna deltog. Till första Tidsresan kl 13 kom det 15 vuxna och 8 barn. Till andra Tidsresan 14.30 kom 10 vuxna och 7 barn. Vigsel i Hornsbergssalen under dagen med 45 bröllopsgäster. 
2023-06-29;Idag har vi en molnig torsdag på Kulturen! Myndigheten för samhällsskydd och beredskap fick en visning av Sven Fristedt innan ett möte de hade i Auditoriet,  de hade även lunch och fika i kafét, de var 30 personer. Olle höll i en sommarverkstad för barn i Hornsbergssalen där det tillverkades sommarfåglar av papper i kurbits-stil, 8 barn och 6 vuxna kom. Idag var det två program av Lekfulla Tidsresor, på den första kom 28 personer varav 10 barn och på den andra kom det 21 personer varav 8 barn. Till Jessicas kvällsvisning kom det tyvärr ingen. Vi har haft besökare från Danmark, Finland, Holland, Tyskland, Frankrike, Spanien, England, Latinamerika, Nya Zeeland, Australien m. m.
2023-06-28;Idag hade vi ett sommarpyssel med Olle och till det kom 11 barn och 8 vuxna. Vi hade även två Lekfulla tidsresor som uppskattades av publiken då många gav positiv respons. Till kl. 13.00 kom 40 personer varav 17 barn och till kl. 14.30 kom 25 personer varav 5 barn. Anna L. hade en visning av Sven Fristedt, till den kom 4 st. Under kvällen hade Emma en dramaträff i Hornsbergssalen.
2023-06-27;Idag kom 11 barn och 9 vuxna på pysslet i Hornsberg. Svenska kyrkan från Bunkeflo var på besök och gick fritt i museet, 3 vuxna och 9 barn. (gick även på första Lekfulla tidsresan). Lekfulla Tidsresor var populärt och till den första föreställningen kom 45 personer varav 23 barn, inför andra 30 varav 15 barn, trots att det började regna lite. Många fina kommentarer efter båda föreställningarna. Turister från bland annat Tyskland, USA och Danmark.
2023-06-26;Idag har vi haft genrep för Tidsresan! På eftermiddagen skiftade vädret till åska och regn! Vi har haft besökare från Tyskland, Nederländerna, Nya Zeeland, Tjeckien, Indonesien, Italien, Indien, Kina, Turkiet, Australien m. m.
2023-06-25;En otroligt varmt idag, så det kom lite färre besökare än under lördagen. Emma hade en visning i Sven Fristedt-utställningen, till den kom 3 st danska besökare. Ola hade en introduktion till friluftsmuseet, till den följde 4 st med först men 4 st till slöt upp senare, totalt 8 st.
2023-06-24;Idag var en väldigt bra dag på Kulturen, de flesta som kom var turister som handlade mycket i butiken och gick runt på friluftsmuseet. En grupp från Norman Allen Group Travel Ltd kom och besökte själva museet, de var 30 st. På programmet skulle det vara en Introduktion till friluftsmuseet med Ola, tyvärr kom ingen till den. Till Emmas visning med temat "Att vara barn förr" kom det 17 st, vilket var väldigt roligt. Kaféet hade ett mindre sortiment då mycket gick åt under midsommarafton.
2023-06-23;Idag är det midsommar och härligt väder! Full rulle och många glada besökare! Monika höll i en visning av Friluftsmuseet för Lunds Universitet, Språk och litteraturcentrum, 9 personer kom. Senare hade hon även en visning av Friluftsmuseet för japanska seniorer, 20 personer kom. Landslaget damer i vollyboll på 20 personer besökte firandet. Vi har haft besökare från Tyskland, Holland, Belgien, Frankrike, Spanien, Italien, Kina, USA, Storbritannien, Brasilien, Indien, Japan m. m. 
2023-06-22;Lugn och varm dag, uppladdning inför midsommar! Region Skånes Kulturförvaltning besökte museet under dagen och fikade i kaféet, totalt 9 personer. Fortsatt lugnt under kvällen, Ola höll i en visning av arbetarbostaden, 2 deltagare.
2023-06-21;I dag besökte Hyllie Parks Folkhögskolan oss, de gick runt på egen hand, 21 pers. Filminspelning med Kulturhuset i Thomanderska gården och Bosmålatorpet, 3 pers. En grupp på 9 personer från Ikea museum besökte bl. a. Sven Fristedt.
2023-06-20;Idag kom en grupp med 12 barn (8-10år) och 3 ledare från Svenska kyrkan Bunkeflo, de åt lunch och gick runt på hela museet. Lunds kommun, kommunkontoret, hade ett möte i Hornsbergssalen och fika i Trädgårdsrummet, de var 45 st. Det var varmt och kvavt idag, många av besökarna var turister.
2023-06-19;Måndag med sol och moln! Lunds Stadsbibliotek var här och Yvonne höll i en visning för dem, barn i åldrarna 9-12 år av Metropolis, de var 14 personer. De hade även en fika i Kulturens kafé. Vi har haft besökare från Nederländerna, Tyskland, Storbritannien, Frankrike, Spanien, Brasilien, USA, Mexico m. m.
2023-06-18;Idag har det varit en kvav och molnig söndag! Vi hade ett dop i Bosebo kyrka av flickebarnet Hedvig Moncreiff med dopkaffe efteråt i Hornsbergssalen, 60 personer närvarade. Sedan hade vi ett skattjaktskalas i Dekanhuset, 15 personer kom. Jessica hade en visning av Friluftsmuseet och  2 personer kom. Vi har haft besökare från Norge, Schweiz, Nederländerna, Tyskland, Sydkorea, Spanien, Bolivia, Frankrike, USA, Armenien, Kina m. m.
2023-06-17;Idag har vi haft en varm lördag som sedan växlade om till mulet väder! Det var två skattjaktskalas i Dekanhuset, det första med 8 barn och 2 vuxna och det andra med 8 barn och 3 vuxna. Ola visade Vapenutställningen och det kom 4 personer. Tre musiker inklusive organisten övade i Bosebo kyrka inför söndagens dop. Vi har haft besök från Danmark, Finland, Tyskland, Italien, Spanien, Frankrike, England, Nederländerna, Polen, Grekland, Italien, USA och Kina och Kambodja.
2023-06-16;Sista dagen för konferensen, 65 deltagare. De var mycket nöjda och tyckte det var kul att konferensen kunde vara bland en så fin omgivning. Jessica hade en visning för en grupp från Torna hällestad, 7 pers. Övrigt en lugn dag med mestadels turister.
2023-06-15;Idag har varit en varm och delvis mulen dag på Kulturen! Raoul Wallenberg institut fortsätter med sin konferens, 65 personer kom. Västervångskolan från Trelleborg gick runt på egen hand, 29 personer kom. I Nordenstedtska trädgården var  det utdelning av stipendier från Karleby-stiftelsen, 11 personer kom. Kulturen hade sitt årsmöte kl 18 i Auditoriet med eftersits i kafét. Monika hade en visning "Finn fem fel" åt Bergman&Eek Advokat AB och de var 5 personer. Jessica hade en visning av Friluftsmuseet och 2 vuxna och 1 barn kom. Vi har haft besökare från Finland, Tyskland, Frankrike, USA, Japan m. m.
2023-06-14;Raoul Wallenberg institutet har konferens hos oss i dagarn tre, Hornsbergssalen 65 pers. Tomegårdens förskola KKL kom och lekte i parken, 20 pers. Gubbabackens förskola gick på egen hand i museet och njöt av solen i parken, 19 pers. Trädgårdsföreningen från Brösap kom på besök för att gå på museet på egen hand och för att fika på vårt kafé, 28 pers. 6 st personer från Svedala Kommun vård och omsorg var på besök och gick på egen hand i museet. Gunilla höll visning om Metropolis - Lund på medeltiden för 6 st pers. Turister har kommenterat med hur fint det var inne på Kulturens område och att de var glatt överraskade med allt de kunde hitta på. Konferensen som hölls i Hornsbergssalen var också väldigt nöjda både med konferensen och Kulturens fina område.
2023-06-13;Tunaskolan åk6 kom ett stort gäng 58 pers och gick på egen hand, KKL. Det gjorde även Spyken, 32 pers, KKL. Komvux Hässleholm kom 23 pers och gick på egen hand i museet. Ett nytt gäng från Tunaskolan om 1o pers kom efter lunch och gick på egen hand. Lunds Uni. 17 pers fick en visning av Annika.
2023-06-12;Fin solig måndag! Idag var det personalinfo i Auditoriet. Hjärupslundskolan var här på besök, de gick både själva och hade visning med Monika, de var först  18 elever och 2 lärare, sedan 20 elever och två lärare och sist 20 elever och 2 lärare. Västervångskolan från Trelleborg hade två bokningar där de gick själva i museet i två grupper, de var 100 personer totalt. Röinge förskola var här med 11 barn och 4 vuxna. Medicinhistoriska sällskapet hade möte med Chalotte och Mattias, 25 pers. Vi har haft besök från Sydkorea, New York, Tyskland, Danmark, England, China m. m.
2023-06-11;Idag fortsatte det strålande vackra vädret och det var ganska lugnt på området. Ludwig och Seham höll i ett barnkalas där 13 barn och 4 vuxna deltog. Ola hade en visning av "Mästarprovet", till den kom 2 st. Jessica skulle ha en allmän visning av friluftsmuseet, tyvärr kom ingen.
2023-06-10;Lördagen var solig med en ljuvlig bris i luften! Vi hade ett barnkalas i Dekanhuset med Ludwig, 13 barn och 4 vuxna medverkade. Ola hade en visning av Borgarhuset och 7 personer kom. Jessica gav en introduktion till Friluftsmuseet, 3 vuxna och 2 barn kom. Amanda hade ett Sagobokspyssel i Hornsbergssalen, till det kom 11 barn och 12 vuxna och det var mycket uppskattat! Vi hade en grupp på 15 personer från Brasilien och två från Mexiko var på besök idag, roligt med långväga besökare! Även en del besökare från Danmark, Nederländerna, Frankrike och Tyskland. Ola visade friluftsparken och Hornsbergssalen för ett brudpar som letar efter en plats att gifta sig under sommaren.
2023-06-09;Hjäruplundsskolan har varit här i tre omgångar med totalt 67 personer och har deltagit i visnignar med Olle i Metropolis. Johanna visade Lund Montessorigrundskola Friluftsmuseet, de var 28 personer. Carl Engströmsgymnasiet gick runt själva, de var 27 personer. Titanskolan var här med 2 mindre grupper, de gick själva och var totalt 17 personer. Folkhögskolan Skurup & Fridhem gick en visning med Ola i friluftsmuseet, de var 13 personer. Norman Allen Group Travel  besökte Kulturen med 32 personer. Tunaskolan var här och tittade på "Att överleva", de var 25 peroner.
2023-06-08;Härlig varm torsdag idag! En grupp kvinnor från en vävstuga kom för att besöka Sven Fristedt på egen hand, 11 personer. Sandåkerskolan i Landskrona kom 20 + 24 + 20 pers för att få allmän visning med Yvonne. Stiftelsen Bilingual Montossori; lund, kom 40 pers för Sven Fristedt.  Söderslättsgymnasiet, Trelleborg kom 35 pers att gå omkring själva på museet. Lunds Univeritet kom 14 per för visning med Ola. Visninga för Alfa Laval 10 pers med Yvonne. Ingen kom till kvällsvisning med Emma. Lunds Universitet kom 16 pers för visning med Monica, Männsikorna i husen.
2023-06-07;Vuxenutbildningen i Sjöbo hade en allmän visning med Olle, de var 28 pers. Institutionen för kulturvetenskaper hade examensceremoni i auditoriet, 215 pers. Johanna och Jessica hade varsin visning av friluftsmuseet, 41 pers. Tunaskolan gick runt på egen hand, de var 9 pers Onsdagsvisning med Anna S av Dräktmod, till den kom 6 personer.
2023-06-06;Sveriges nationaldag idag! Otroligt mycket besökare under dagen som kom till vårt program och ett besök i friluftsmuseet.  Det var gratis inträde men vi sålde för 35 545kr i kaféet och väldigt bra i butiken (se nedan). Monika hade en grupp tyskar som kom förbi på förmiddagen, de var 21 st.
2023-06-05;The World Maritime University kom 30 pers för att gå runt själva på museet. Söderportsgymnasiet, kom 16 pers och gick också runt själva. Många frågor angående program och öppetider för imorgons Nationaldag.
2023-06-04;En solig och härlig söndag med rätt få men väldigt glada besökare. 0 personer kom på Emmas visning om Fristedt. 0 personer kom på Jessicas visning om Dekanhusets historia.
2023-06-03;1 personer gick på Emmas visning av Sven Fristedt. Auditoriet hade 3 st föreläsningar under dagen: Dragoner & husarer med Marco Smadber och Göran Larsson (112 deltagare), Domkyrkan - ett uttryck för medeltidens maktkamp med Thomas Bergqvist (87 deltagare) & Sex, synd och mutor med Elisabeth Reutersvärd (119 deltagare). Teater INterakt höll föreställning i Trädgårdsrummet kl 12.00, 13.00 ställdes in. 4 personer gick på Jessicas visning kl 13.00 om familjerna som bodde i husen.
2023-06-02;Idag, fredag är det soligt och fint och många solande besökare i friluftsmuseet! Lunds universitet, Sektionen Forskning, Samverkan och Innovation hade möte i auditoriet. Fika och lunch ordnades av restaurangen. Drottning Blankas gymnasieskola gick runt på egen hand, 16 elever och 4 vuxna. Montessori Mondial var här med 25 elever  och 2 vuxna. Ett obokat besök från en grupp amerikanska gymnasielever med lärare som gick runt på egen hand, 15 elever samt 1 lärare.
2023-06-01;Idag är det torsdag och solen tittar fram bland molnen! Lunds tekniska högskola hade möte i Hornbergssalen och 16 personer medverkade.  Sedan hade Mellanvångsskolan en allmän visning av av friluftsmuseet och 29 personer kom. Folkhögskolan Hvilan var på besök på Sapmi utställningen, 2 personer kom. Det var förberedelser i Auditoriet av Lunds Universitet inför deras bokning imorgon. JENSEN education college hade visningar under dagen, de var 51 personer totalt så en stor grupp med elever på besök från Córdoba, Spanien. Gymnasiesklan Vipan gick själva i Friluftsmuseet och de var 16 personer. Kulturen hade sitt styrelsemöte idag i Nordenstedska och 12  medverkade. Ola hade en visning om Mästarprovet och Vapenutställningen, 4 personer kom. Vä Skepparlövs pastorat hade allmän visning av Friluftsmuseet men dök inte upp.
2023-05-31;Idag hade vi 17 st från Lund tekniska högskola som hade bokat ett  möte i Hornsbergssalen under hela dagen. Kristina hade "Skapa mönster" för en förskoleklass från Mårtenskolan, de var 27 st. Örkenedskolan kom idag för en visning i friluftsmuseet med Olle, de var 29 st. Waldorf Barnträdgården Solvinden kom med en förskoleklass för att gå själva på museet, de var 4 st. 10 st ABM-studenter från Lunds universitet gick själva runt på området. Kristina hade en allmän visning i Örtagården, med tema magi och medicin, till den kom 5 st. Under eftermiddagen hade vi Årsbokskalas med tal och fika vid dansbanan. Emma hade en dramaträff med dramagruppen under kvällen.
2023-05-30;Idag hade Lerbergsskolan ett fullspäckat program med alla pegagoger på området, de var 66 st. Gymnasieskolan Vipan gick själva till "Tidernas rum", de var 12 st. I Auditoriet var det en infoträff med årets volontärer till Historiska uppdrag. Vi hade en del besökare som vill se friluftsmuseet, Sven Fristedt och Scandinavia Design.
2023-05-29;Katedralskolan i Lund kom 26 pers för visning av Modernismen. Vä Skepparslövs pastorat åk 3 kom 29 pers för visning Människorna i husen. Kastanjeskolan i Malmö åk 2+3 kom 47 pers för att gå själva.
2023-05-28;Det var en stadsorientering i stan där en del av banan gick genom Kulturens område, kontrollanter fanns vid aktuella grindar och det var full fart på de tävlande. Några hade visst kommit in via en öppen grind - något som  kontrollanter antagligen hade missat. Det kan kanske vara något att säga till om detta blir av igen? Teater INterAkt höll i  tre förställningar i trädgårdsrummet med fri entré till föreställningen, det kom flest till den första och den sista. Mycket turister som kom till museet idag.
2023-05-27;Lunds universitet Historiska institutionen hade möte Auditoriet för 40 personer under dagen, fika och lunch anordnades av restaurangen. Innan de kom fick Värdarna städa upp efter en konferens som hölls i Audtitoriet under fredagen, vilket tog mycket tid från att öppna upp Kulturen. Ola hade en visning i Vapen/Mästarprovet, till den kom 1 besökare. Drop-in pyssel med Emma, där deltog 4 barn och 5 vuxna. Invigning av den tillfälliga utställningen "Barn på flykt". Monika hade en visning av friluftsmuseet på tyska, 18 vuxna och 2 barn.
2023-05-26;Lunds universtiet har haft möte idag igen i Hornsbergssalen med 32 personer, de fick även en visning av Annika. Staffanstorps montesoriskola besökte oss vid 2 tillfällen med totalt 30 personer.  Lund universitet/MAX IV har haft workshop i auditoriet med 48 personer. Tolvåkerskolan i Löddeköpinge var här och gick runt själv, de var 10 personer.
2023-05-25;Lunds Universitet har haft möte i Hornsbergssalen, de var 32 personer. Olle hade en visning av Friluftsmuseet med 18 elever från Önnestads Folkhögskola. Monica guidar 18 tyska förskolelärare. Del av seminarieserie med Mattias och Johan, ca 45 personer. Ola visade Arbetarbostaden under kvällen för 16 personer, en SFI klass, som var jättenöjda med Olas visning!
2023-05-24;Medicinska institutionskansliet Malmö hade möte i Hornsberssalen, 12 pers. Montessoriförskolan Lekloftet gick med KKL, 9 pers. Kristina hade en workshop med tema "Skapa mönster" med Vallkärra skola, 20 pers. Johanna och Olle hade två parella visningar av friluftsmuseet för Vä Skepparlövs pastorat, 54 pers. Konsthistorisk visning med Olle, 9 personer kom på den. En grupp från New York University blev visade friluftsmuseet av Olle, 19 pers. Lunds kommuns FastighetsAB hade bokat fika i kaféet, de var 16 personer.
2023-05-23;Idag hade vi två möten under dagen. Ett möte i Hornsbergssalen för 15 st från LU - Svenska Möten ekonomisk förening, de hade även en visning med Monika under eftermiddagen. I Auditoriet på eftermiddagen höll AI Nordic Powwow till med sammanlagt 146 deltagare under två punkter. Tunaskolan besökte, med flera fjärde klasser, Västra Vrams prästgård och var 80 st. Ekenässkolan från Eslöv gick själva på museet och var 55 st. Olle hade en visning för en klass från Bjärnums skola, de var 34 st. Stormhattens förskola gick själva på museet, de var 12 st. Från Höör kom en klass från Segrande liv grundskola, de var 6 st. Ola hade en visning för en SFI klass från Hyllie Park Folkhögskola, de var 9 st. Gymnasieskolan Spyken hade en visning med Olle i friluftsmuseet, de var 25 st.
2023-05-22;Solig&varm dag med många utländska besökare. Invigning idag av Drottning Blankas utställning, ca 40 pers kom till denna.
2023-05-21;Folkmusikens dag idag med musik, dans och fina folkdräkter! Fyra olika konserter med folkmusik, Ungersk Folkdans uppvisning och vaggvisor, det var ca 50 personer inkluderat musikanterna på varje konsert. Till visning med Jessica kom 8 pers.
2023-05-20;Idag är det en fin lördag med sol! Lunds Musikskola hade två  konserter i Auditoriet idag med sina elever och deras familjer. Ingen kom till visningen idag, en hel del utländska besökare som gärna gått på visningen på engelska.  Vi hade ett dop i Bosebo kyrka som avslutades med en skål på gräsmattan utanför, 80 personer närvarade.
2023-05-19;Varm och solig dag! Elever och lärare från Drottnings Blankas gymnasieskola förberrede inför sin kommande utställning i Wahlbomska huset. Bra flöde med besökare - mycket turister.
2023-05-18;Solig men kall dag. Vi hade inga programpunkter men bra med besökare ändå. Många passade på att fika i kaféet.
2023-05-17;Svalövs Kommuns Vuxenutbildning kom 10 pers för att besöka museet med fokus Hygien och Hälsa. Hyacinthen förkola från Malmö gick själva på museet, de var 18 st. Emiliaskolan åk 7 kom 25 pers för visning av Bokkulturen med Jessica. Under kvällen hade Dramagruppen en träff med Emma i Hornsbergssalen.
2023-05-16;Fågelskolan åk1  gick på egen hand i museet, 32 pers. Så gjorde även International Study programs, 53 studenter från USA. Region Skåne hade en konferens i Hornsbergssalen, 34 pers. Kagans Bussresor kom med 48 seniorer från Kristianstad som gick på egen hand. Helsinborgs kulturförvaltning, 28 pers, fick en visning av Johanna LJ. Lunds Handelsförening hade möte i Auditoriet, 22 pers. Kvällssmide i smedjan.
2023-05-15;Tre grupper idag som kom för att gå själva på museet; Fågelskolan 5 pers, The World Maritime University, 26 studenter, 4 lärare samt ABM, institutionen för kulturvetenskaper, 9 st.
2023-05-14;Ola hade en visning för 11 personer från Röstånga turist- och hembygdsförening. Rebecka hade skattjaktskalas med 17 barn och 5 medföljande vuxna. Emma hade en visning i Metropolis, där endast en person kom. BUSkören hade konsert i auditoriet, ca: 120 personer i publiken.
2023-05-13;En solig och varm dag med mycket inbokat på programmet, dock var det lite mindre besökare till själva museet. Lunds Musikskola har konsert i Auditoriet under hela dagen. Det var två Skattjaktkalas med Rebecka, den första var det 18 barn, fem vuxna och en student. Till den andra var det 9 barn, sju vuxna och en medlem. På programmet var det en allmän visning i Thomanderska huset med Jessica, tyvärr kom ingen. Robin hade fem tillfällen att prova på i Smedjan, 3 av 5 var uppbokad. Emma hade ett pyssel med medeltida kronor och till det kom 6 barn och 5 vuxna. I Tegnérmuset guidade Maja en grupp på 14 pers från Kävlingebygdens Släktforskarförening.
2023-05-12;Idag, fredag är en underbar sommardag på Kulturen! Pianostämmare Leif Larsson var här och stämde pianot i Auditoriet inför konserten med Lunds Musikskola imorgon. Stanstorpsskolan var här och besökte Fokus Sápmi utställningen, de var 56 personer. Johannesskolan var här och besökte hela museet, de gick själva och var 40 personer. Instutitionen för kulturvetenskaper var här på en allmän visning i Friluftsmuseet, de var 16 personer. I smedjan hölls en kurs i svartsmide och 6 personer deltog.
2023-05-11;Idag är det torsdag och en underbar varm solig dag på Kulturen! NuSPACES-gruppen hade ett möte i Auditoriet och sedan en visning av friluftsmuseet som Annika höll i, 30 personer kom. Region Skåne hade bokat en fika i Borgarsalen och senare ett möte i Hornsbergsalen, 30 personer kom. Uppåkraskolan hade visning av Metropolis och 32 barn och 3 lärare kom. Uppåkraskolan hade en visning av Metropolis för 31 personer. Gymnasiesärskolan Vipan var här med ett Erasmusprojekt tillsammans med en turkisk skola och besökte friluftsmuseet, 20 personer kom. Smedjan hade en kurs i svartsmide och 6 personer medverkade. Domkyrkans guider, 6 personer besökte Metropolis på egen hand. Nordstedska seminariet hade föreläsning om August Strindberg i cencurerad engelsk översättning, 46 personer kom. Till visning om familjerna i husen kom det tyvärr ingen idag.
2023-05-10;Under onsdagen hade vi besök av Lingua Montessori åk 4-5 och de var 41 elever och lärare. Sen hade vi en Allmän visning med elever från Hubertusgården, det kom 32 personer på den. ABM programmet hade 9 personer som besökte, de gick själva runt i museet. Junibackens Förskola besökte oss även, de var 16 personer. Sedan hade vi smide i Smedjan, där kom 6 personer. Lunds Universitet hade en visning med 10 personer. Anna L hade en visning om keramik i Herrehuset, det kom 15 personer. Vi hade även en visning på Östarp med tema kulturhistoria med Påskagänget skola, de var 22 personer. Fäladsgården kom utan bokning med en stor grupp svenska och franska elever, 55 pers. Det har varit en solig och fin men lite blåsig dag här på Kulturen idag!
2023-05-09;Under tisdagen hade Olle en visning för 17 st ifrån Frankrike, de var studenter som besöker Polhemskolan. Under eftermiddagen kom de tillbaka och besökte museet på egen hand. Hedda Anderssongymnasiet 24 st gick och titta på Vapen och Metropolismed med en Kulturens körkort lärare. Under kvällen hade vi en kurs i Smedjan.
2023-05-08;Vårfruskolan, åk 5, kom 50 pers, indelade i 3 grupper för att gå på Metropolis, Mästarprovet och i Friluftsparken. Institutionen för arkeologi och antikens historia kom 10 pers för att gå själva i Herrehuset, Metropolis och fyndrummet. Vid Allmän visning med Spykens elever och lärare kom 31 pers, inklusive besökare från Tyskland. Lunds Dans- och musikalgymnasium kom 31 pers för att se Modernismen.
2023-05-07;Studieförbundet hade svartsmide med 6 personer. Det var Skattjaktskalas i Dekanhuset, de var 20 stycken. Ola skulle ha en visning av Arbetarbostaden men tyvärr inga besökare som dök upp.
2023-05-06;Studieförbundet hade Svartsmide vid två tillfällen under dagen, till dem kom det totalt 12 personer. Jessica hade en visning av Friluftsmuseet med 14 personer.
2023-05-05;Monika hade en visning av friluftsmuseet för 10 pers från Freinetskolan. En grupp från LBS Lund gick på egen hand i Modernismen, 31 pers.  Även en grupp från International School of Lund gick runt på egen hand, 21 personer. Institutionen för arkeologi och antikens historia besökte flera av husen på friluftsmuseet på egen hand. Annika hade en visning om att vara ung förr för Nils Fredrikssons utb, 13 pers. Kurs i smedjan, 6 pers.
2023-05-04;Fågelskolan gick runt med KKL i flera av husen, de var 9 barn och 7 vuxna. Föreningen Gamla Lund hade föredrag auditoriet, ca 45deltagare. Svartsmide i smedjan, 6 pers. Anna L och Karin H visade en grupp från Alingsås museum runt i Sven Fristedt, 4 pers. Jessica visade Thomanderska huset men tyvärr så kom ingen på denna. Anna Lindqvist och Sven Fristedt visade utställningen för en grupp från Konstnärernas kollektivverkstad, 15 pers.
2023-05-03;Under onsdagen hade vi ett möte i Hornsbergssalen för 35 pers från LU - Naturvetenskapliga fakuliteten. Fågelskolan kom innan öppning med KKL, de var 12 st som gick i Metropolis. Kristina hade en grupp på 9 st från Tunaskolan, de gick i Sven Fristedt, Praktiken och Skolträdgården med fokus på att skapa mönster. T4 skolan från Hässleholm kom och besökt oss, de var 10 st. Östervångsskolan kom med tre elever och två lärare, de gick själva i Gamla leksaker och Ravensbrück. Christian hade en allmän introduktion till Mästarprovet, till den kom en person. Yvonne och Emma hade visning i friluftsmuseet för Teater Sagohuset, de var 10 st. Efter stängning hade Emma en dramaträff i Hornsbergssalen och Robin hade en kurs i Smedjan.
2023-05-02;Hermodsdalsskolan besökte och gick runt själva på museet, 4 personer. Besökt från Axel Ebbes konsthall, bokade Hornbergssalen, 5 personer. Ola höll en visning för en grupp från Mongoliet som besökte LTH byggnadsfysik, 10 personer närvarade. Svartsmide på kvällen.
2023-05-01;Första dagen på högsäsong med en del utländska turister och lokala som kom för toalettbesök. Allmän visning för EPI (Europas patent Instriture) organiserat av NW Procuction för 112 pers med Monica och Jessica som guider.
2023-04-30;En lugn valborg. Ola hade en visning av Borgarhusets hemligheter där 3 personer kom. Det märks att turisterna börjar komma, flera engelsktalande besökare idag.
2023-04-29;Introduktion till friluftsmuseet med Ola, 10 väldigt entusiastiska besökare följde med. Pyssel i praktiken med Emma, 12 barn och 13 vuxna deltog. Monika visade en tysktalande grupp friluftsmuseet, 12 pers.
2023-04-28;Pär höll en föreläsning ute på Östarp för SLU Conservation of gardens. Nils Fredriksson Utbildning var här med en gymnasieklass, Annika berättade om hur det var att vara ung förr, det kom 8 personer. Damfriskolan besökte Mästarprovet, de gick själva och var totalt: 7 personer. Studieförbundet hade Svartsmide med 6 personer.
2023-04-27;Lunds Dans och musikgymnasium besökte modernismen, 15 pers. Mariaskolans grundskola kom 26 pers för att titta på Metropolis. Föreningen aktiva Seniorer Karlskrona besökte Friluftsmuseet i två grupper med Jessica och Anika som guide, totalt 45 pers. Monika och Ola hade varsin allmän visning för bokad grupp med totalt 40 personer. Introduktion för Lärande i Metropolis med 4 personer tillsamans med Gunilla och Yvonne. Föreläsning i Auditoriet," Vad säger oss möbeln?" med Ludwig Qvarnström, 49 pers kom. Inga besökare idag till Metropolis visning med Emma. Svartsmide med 6 personer.
2023-04-26;En grupp på 27 pers  från Lunds universitet gick runt på egen hand.  Anna L hade en visning av Sven Fristedt för 20 damer. Kvällskurs i smedjan, 6 pers. Bra försäljning i butiken!
2023-04-25;Möte i Auditoriet, Lantmäteriet 100 personer. Visning av Friluftsmuseet för Malmö Borgarskola, Ola höll i visningen totalt 31 personer deltog. Visning av Sven F. för Föreningen Vävstugan i Tomelilla, Anna L. höll i visningen, totalt 11 personer deltog. Kvällskurs i svartsmide.
2023-04-24;Museet stängt. Städdag på Östarp. En kvällskurs i Smedjan.
2023-04-23;Under söndagen var det väldigt lugn med få punkter på programmet. Det kom ändå 170 besökare trots att det var regnigt väder. Jessica skulle ha en visning i Dekanhuset under eftermiddagen, men det kom ingen till den.
2023-04-22;Idag har vi haft ett Skattjaktskalas för 12 barn och 2 vuxen. Ola hade 10 personer på sin visning av Vapen/Mästarprovet. Spykens utställning invigdes idag med 170 besökare. I Hornsbergssalen hölls en workshop för barn från Ukraina av Teater Intakt. Kvällen avslutades med Polexperten AB som kom 75 pers för Tävling i föremålskunskap med Monica.
2023-04-21;Andra dagen för Svenska kyrkans konferans. Samma upplägg idag med fika i trädgårdsrummet och lunch på Tegnérs, 140 deltagare. Sophiaskolan, Österlens Waldorfskola gick runt på egen hand, 20 pers. Svartsmide i smedjan, 6 pers.
2023-04-20;Svenska Kyrkan har en internationell konferans för 140 deltagare i auditoret. Fika i trädgårdsrummet och lunch på Tegnérs. Svartsmide i smedjan, 6 pers. Styrelsemöte i Nordenstetska. Ola hade visning av Vapen-makt över liv, till den kom det .
2023-04-19;Mårtensskolan kom 30 pers för visning med Olle och Emma av Thomanderska, Blekingegården och Arbetarbostaden. Visning med Olle "Finne 5 Fel i husen" för 2 pers. Östra Grevie Folkhögskolas textilkonst och designelever kom x pers och besökte Sven Fristedt.  Knutsgillet hade bokat Nordstedtska för sammankomst med ca 15 pers. Svartsmidekurs i smedjan för 6 pers.
