datum;dagsrapport
2020-08-22;Härlig lördag med ganska många besökare. Många besökare som vill se Roger Marmdals teckningar. Det har visst varit en nekrolog i torsdagens SSD som gjort att många hittat hit. Till Jessicas visning kom det tyvärr ingen deltagare. Även idag har det varit smideskurs i smedjan.
2020-08-21;Fuktigt och varmt, men en del besökare både svenska och utländska. Bra försäljning i butik!
2020-08-20;Värme och lite regn idag. Monica Lennartsson hade en allmän visning med 24 personer Lunds Universitet - Externa Relationer, Mottagande och Mobilitet. 2 smideskurser idag med totalt 12 deltagare. En del turister idag.
2020-08-19;Värme,regn och åska om vartannat! Idag hade vi bokade besök, 25 personer från Lunds Universitet och 15 personer från Östra Grevies folkhögskola. Vi hade också en gymnasieklass från Vellinge på besök-de klarade sig på egen hand. I smedjan har det varit 2 omgångar smide via Studieförbundet. Ingen programpunkt under kvällsöppet.
2020-08-18;Värmen fortsätter och det var relativt lite besökare idag. Vi hade besök av Västra Hamnens skola, där årskurs 9 gick på egen hand i friluftsmuseet. Johanna hade en visning för lärare och rektor för Blåtunda och Ängslyckans förskola.
2020-08-17;Ny vecka, fortfarande otroligt varmt. Väldigt få besökare-det är tydligt att de flesta nu börjat jobba och/eller är tillbaka i skolan. Flera av besökarna var från Holland. Inga programpunkter idag förutom Studieförbundet Vuxenskolans Smideskurs 18.30.
2020-08-16;Ännu varmare idag, väldigt få besökare. Restaurangen stängde redan kl16 eftersom de inte hade några gäster i värmen. Dagens visning av museét ställdes in.
2020-08-15;Stillsam lördag i sommarvärmen med få besökare. Vi hade ett eftermiddagsbröllop i Boseby kyrka som gick galant. Dagens visningar av museét ställdes in.
2020-08-14;Inga programpunkter och inte heller så många besökare. Smedjan var igång med smideskurs. Övrigt väldigt lugnt på området.
2020-08-13;Lugnt med besökare idag. Yvonne och Annika höll i tävlingar i förmålskunskap för lärare från Hedda Anderssongymnasiet som hade kick off inför terminstart. Två kurser i smedjan.
2020-08-12;Även idag har det varit rätt bra med besökare.  I smedjan hölls två smideskurser. Under kvällsöppet var det få besökare.
2020-08-11;Ännu en varm dag, men ändå en helt ok dag med jämn ström av besökare. Flera som vill se CJDG utställningen innan den plockas ner.
2020-08-10;Måndag wehej! Solen skiner och det är supervarmt!! Väldigt få besökare som orkat ta sig hit idag, inga programpunkter att locka med.
2020-08-09;En väldigt varm dag 31 grader med få besökare till både museet och butiken.
2020-08-08;En väldigt varm dag på museet. På Östarp hade en visning om "Barnen på Gamlegård" och här var det en "Introduktion till friluftsmuseet" som 2 stycken kom på.
2020-08-07;På Stafflimålningen kom 13  barn och 10  vuxna. 4 vuxna på svensk visningoch 2 vuxna på den engelska. Ännu varmare idag med 30 grader i Lund!  Idag var det mest barnfamiljer som kom för att gå på stafflimålning och för att njuta av parken!
2020-08-06;På Stafflimålningen kom 6 barn och 4 vuxna. 4 vuxna och 2 barn på svensk visningoch 2 vuxna på den engelska. Fantastiskt väder men kanske inte för museuibesök…28 grader och strålande sol. Många besökare från Stockholm och ganska många som handlar och uppskattar våra produkter i butiken:)
2020-08-05;Stafflimålningen var oerhört populär idag, totalt 27 barn och 10 vuxna som passade på att måla loss…till resterande målningar i veckan så har vi fått en lista till entrén där vi skriver upp deltagare för att hålla antalet till 17 pers. Olles första visning kl 13 kom det 7 vuxna och 5 barn. Till visningen strax efter, den engelska, var det ingen som deltog. Under kvällsöppet kom det några besökare till museet, men även för att titta och handla i butiken.
2020-08-04;Idag började stafflimålningen med Olle och det kom 13 barn och 10 vuxna som alla uppskattade att stå i solen och måla. Till Olles visning 13.00 kom det 4 personer och till den engelska kl14.00 kom det 2 besökare. Jämn ström av besökare till museét, flera som kom under den sista timmen och gick en snabbtur.
2020-08-03;Stillsam dag med färre besökare än vanligt. Inga programpunkter att locka med. Vi passade på att möblera om i hela butiken och packa upp leveranser.
2020-08-02;Augusti startar segt, väldigt få besökare idag trots att vädret var utmärkt för ett museibesök. Till Evas visning var det ingen rusning, ingen deltog. Eva hälsar att värdarnas kontrollpanel i Vita huset slutade fungera i fredagskväll, det går att sköta manuellt men Eva har lyckats lista ut hur den startas om och nu fungerar den igen. Eva har även visat Ola som kom förbi... och sen plötsligt efter kl15 kom det flera besökare, en hel del bara för att handla i butiken!
2020-08-01;Augusti startar med en underbar solig dag! Vi har färre besökare då nog många passar på att dra till stranden. Inga aktiviteter idag förutom 1 visning av museét, till den kom det tyvärr ingen.
2020-07-31;Idag hade vi det sista blomsterkrans-pysslet med Erika, till det  kom 19 barn och 12 vuxna. Kl 13 hade hon sedan en visning av friluftsmuseet för 20 vuxna och kl 14 en visning på engelska för 4 personer. Flera nya medlemmar idag!
2020-07-30;En molnig dag med relativt många besökare! På förmiddagen höll Erika i pyssel i verkstaden för 9 barn och 7 vuxna. På eftermiddagen hade Erika två guidade turer i friluftsmuseet, till den svenska visningen kom 7 vuxna och till den engelska visningen kom 1 person.
2020-07-29;Idag hade vi ett drop-in pyssel med Erika, där gjordes blomsterkransar med 21 barn och 16 vuxna. Till den den guidade turen på svenska kom det 4 vuxna och 2 barn, till den engelska 1 glad deltagare. Många besökare idag och fortsatt flott försäljning i butiken! Under kvällsöppet gick ett flertal besökare in, både för Elsa Beskow och De Geer.
2020-07-28;Till Erikas pyssel kom det 10 barn och 14 vuxna-det var väldigt uppskattat! Dagens visning på svenska var populär - 16 vuxna och 2 barn deltog. Flera i gruppen var också från Bosebo och var väldigt frågvisa gällande kyrkan. Till den engelska visningen kom det 2 deltagare. Fortsatt många som handlar i butiken, vi är inte så långt ifrån att nå Juli månadsbudget.
2020-07-27;Fin start på veckan med många besökare, mest till lekuställningen men även en del till CJ de Geer. Full rulle på restaurangen, nästan för mycket enligt Diana, jättekul! Butiken har sålt superbra i helgen så vi har beställt påfyllning idag.
2020-07-26;Idag var det lite molnigt med några regnskurar. På området var det en del besökare som kom för De Geer och Elsa Beskow framför allt. Till introduktion av museet kom det 3 st. Ute på Östarp var det slåtterdagen idag med olika program som skedde. Under den fortsatt regniga eftermiddagen kom mycket besökare både till De Geer och Elsa Beskow.
2020-07-25;Under lördagen började en solig förmiddag väldigt lugnt för att sedan öka framåt lunchtid. Till introduktion av museet kom det ingen till. Under eftermiddagen fortsatte det komma folk, framför allt till De Geer, Elsa Beskow, friluftsmuseet och kaféet. 13.30 skulle Jessica haft en introduktion till friluftsmuseet men det fanns inget intresse vid tidpunkten. Resterande del av eftermiddagen fortsatte det att komma besökare. Trevlig och solig dag i museet!
2020-07-24;En regnig förmiddag men det kom en hel del besökare, framför allt till lekutställnignen och De Geer. Till visningen av friluftsmuseet kom det 2 vuxna. Till de Historiska Uppdragen kom det till den första 30 barn, 28 vuxna och till den andra 28 barn, 26 vuxna. Visfestivalen hade under kvällen två konserter i parken.
2020-07-23;Till dagens visning kom 6 vuxna och 5 barn. Första omgången av de historiska uppdragen kom 20 barn och 17 vuxna. På den andra kom 13 barn och 11 vuxna. Visfestivalen hade under kvällen två konserter i parken.
2020-07-22;Solig men blåsig dag, till Erikas visning kl 11 kom det 10 personer. Vi har flyttat om lite på hyllor och produkter i butiken och det verkar fånga besökarnas intresse! Till Historiska Uppdrag kom det till Kl 13.00 31 barn och 23 vuxna. Till Kl 14.30 kom det 13 barn och 8 vuxna. Under kvällen var det Visfestivalen i parken, men i övrig några få besökare till museet.
2020-07-21;Till visningen av friluftsmuseet med Erika kom 6 personer. Många besökare idag och Historiska uppdraget lockar fortfarande många barn som uppskattar det. Det kom 22 barn och 26 vuxna till den första. 20 barn och 13 vuxna till den andra.
2020-07-20;Ny vecka! Svajjigt väder men trots det flera besökare under dagen. Ivar Sjögren&Co har varit här och förberett inför Visfestivalen. Johan H och Michi från kaféet var här och vi kom överens om att dispålaya lite bröd och bakverk från dem för att se om det kan skapa mer trafik till kaféét.
2020-07-19;Ännu varmare idag - 28 grader! Mycket mindre folk som kommer idag. Till introduktion av museet kom det två vuxna. Nöjda besökare och bra feedback från restaurangen.
2020-07-18;Strålande väder! 2 vuxna och ett barn följer med på introduktion av Friluftsmuseet med Eva. Vi får jättefin feedback från restaurangbesökarna! En medlem efterfrågar Wiven Nilsson silver - saknar silver i allmänhet här på Kulturen. De skulle vilja se en silverutställning som visar upp silversamlingarna - gammalt silver, Wiven Nilsson, Lars Håkansson, och gammalt dräktsilver.  22 st deltagare på Orgelkonserten i Bosebo med Hans Nordenborg.
2020-07-17;Lugn dag med strålande sol! Visning av friluftsmuseet kom 6 stycken, till Historiska Uppdrag kom det till det första passet: 5 barn, 6 vuxna och andra passet: 7 barn, 5 vuxna.
2020-07-16;Bra med besökare idag, även om vädret var sådär. Till dagens visning av friluftsmuseet med Sigrid kom 8 stycken.  De historiska uppdragen lockade till det första passet: 25 barn, 16 vuxna och till det andra passet: 22 barn, 20 vuxna. Ett par tyckte vi hade ett så roligt museum och hade gärna stannat längre. Bra försäljning i butiken.
2020-07-15;Till visningen kl 11 av friluftsmuseet kom det 11 stycken. Perfekt väder för ett besök på Kulturen, många besökare. Historiska Uppdragen är populära och uppskattade av alla unga deltagare, till det första passet: 18 barn, 13 vuxna (uppskattning) och till det andra passet: 32 barn, 25 vuxna (uppskattning). Premiär för restaurangen, succé! (nästan för många gäster enligt Daniel) Kvällen var lugn med ett fåtal besökare.
2020-07-14;Full fart idag! Till visningen av friluftsmuseet kom det två stycken men desto flera besökare och våra Historiska Uppdrag, det är poppis. Barnen kommer och berättar hur kul de tyckte det var! Till de Historiska Uppdragen kom det till det första passet: 35 barn, 25 vuxna (uppskattning). Till det andra passet: 20 barn, 15 vuxna (uppskattning). Även idag fick vi mycket beröm för museét från förstagångsbesökare/hemesterare!
2020-07-13;Ny vecka, startar med rivstart-många besökare och fin försäljning i butiken! Inga programpunkter för dagen men vi har haft fullt upp ändå, sålde hälften av leveransen från Krabat under tiden som vi packade upp ha ha…
2020-07-12;Idag hade vi en kort introduktion till museet med Jessica, till den kom det 2 vuxna och 2 barn. Det var lite lugnare med besökare än igår men många ändå. En hel del barnfamiljer besökte lekutställningen och parken. Även flera som besökte oss för första gången. Och många fikade i kaféet.
2020-07-11;Idag var det en solig men blåsig dag. På programmet hade vi en Introduktion till museet med värdarna, till den kom det totalt 19 stycken. Senare var det en orgelkonsert i Bosebo kyrka men Albina Veisland, till den kom det 22 personer.
2020-07-10;6 barn och 4 vuxna pysslade idag. Lite mindre folk men ändå ganska bra tryck och god stämmning. Regnet det kom och gick men vi hade en strid ström av besökare och vi sålde flera medlemskap.  En kvinna påpekade att vi borde göra mer marknadsföring för våra permanenta utställningar som Modernismen och Sapmi.
2020-07-09;7 vuxna och 9 barn kom och pysslade med Olle.  Båda tidsresorna var fullbokade och många kommenterade hur bra det var! Det har varit mycket folk idag och bra försäljning i butiken.
2020-07-08;Rolig dag, Kajsa är tillbaka! Många besökare, båda Tidsresorna var fullbokade och uppskattade. Till Olles pyssel idag kom det 20 barnarn och 13 Vuxna. Två besökare kommenterade att personalen på kaféet inte använder handskar då de hanterar salladen, för att direkt efter hantera kort/kontanter. Känns väl sådär.... Under kvällsöppet denna onsdag har det varit mycket folk, flera som både besöker museet och handlar i butiken!
2020-07-07;3 barn och 3 vuxna pysslade med Sigrid. Första Tidsresan var idag fullbokad, 36 personer checkade in-så 4 st uteblev. Den andra föreställningen var också fullbokad, 40 pers. Många besökare idag, flera som aldrig varit här förut-och de tycker här är fantastiskt!
