år;månad;kommun;skolnivå;skolkategori;antal
2022;Aug;Lund;Årskurs 6;skola-barn;20
2022;Aug;Lund;Årskurs 7;skola-barn;1
2022;Aug;Lund;Årskurs 8;skola-barn;12
2022;Aug;Lund;Årskurs 9;skola-barn;58
2022;Aug;Lund;Högskola;skola-vuxen;
2022;Aug;Lund;Vuxenutbildning;skola-vuxen;51
2022;Aug;Skurup;Vuxenutbildning;skola-vuxen;11
2022;Sep;Lund;Förskola;skola-barn;36
2022;Sep;Lund;Gymnasium;skola-barn;316
2022;Sep;Övrigt;Gymnasium;skola-barn;42
2022;Sep;Lund;Årskurs 1;skola-barn;1
2022;Sep;Malmö;Årskurs 1;skola-barn;29
2022;Sep;Lund;Årskurs 2;skola-barn;67
2022;Sep;Malmö;Årskurs 2;skola-barn;23
2022;Sep;Lund;Årskurs 3;skola-barn;84
2022;Sep;Kristianstad;Årskurs 4;skola-barn;59
2022;Sep;Lund;Årskurs 5;skola-barn;38
2022;Sep;Malmö;Årskurs 5;skola-barn;26
2022;Sep;Malmö;Årskurs 8;skola-barn;23
2022;Sep;Lund;Högskola;skola-vuxen;
2022;Sep;Bromölla;Vuxenutbildning;skola-vuxen;1
2022;Sep;Burlöv;Vuxenutbildning;skola-vuxen;43
2022;Sep;Lund;Vuxenutbildning;skola-vuxen;121
2022;Okt;Lund;Förskola;skola-barn;46
2022;Okt;Lund;Förskoleklass;skola-barn;1
2022;Okt;Lund;Gymnasium;skola-barn;128
2022;Okt;Malmö;Gymnasium;skola-barn;49
2022;Okt;Lund;Årskurs 1;skola-barn;8
2022;Okt;Lund;Årskurs 3;skola-barn;351
2022;Okt;Malmö;Årskurs 8;skola-barn;74
2022;Okt;Vellinge;Årskurs 9;skola-barn;41
2022;Okt;Lund;Högskola;skola-vuxen;
2022;Okt;Eslöv;Vuxenutbildning;skola-vuxen;11
2022;Okt;Lund;Vuxenutbildning;skola-vuxen;222
2022;Okt;Malmö;Vuxenutbildning;skola-vuxen;76
2022;Okt;Tomelilla;Vuxenutbildning;skola-vuxen;36
2022;Nov;Lund;Förskola;skola-barn;50
2022;Nov;Malmö;Förskola;skola-barn;66
2022;Nov;Malmö;Förskoleklass;skola-barn;52
2022;Nov;Lund;Gymnasium;skola-barn;218
2022;Nov;Lund;Årskurs 1;skola-barn;1
2022;Nov;Lund;Årskurs 2;skola-barn;108
2022;Nov;Lund;Årskurs 3;skola-barn;24
2022;Nov;Lund;Årskurs 5;skola-barn;162
2022;Nov;Lund;Högskola;skola-vuxen;
2022;Nov;Båstad;Vuxenutbildning;skola-vuxen;8
2022;Nov;Lund;Vuxenutbildning;skola-vuxen;158
2022;Nov;Malmö;Vuxenutbildning;skola-vuxen;38
2022;Dec;Kävlinge;Förskola;skola-barn;22
2022;Dec;Lund;Förskola;skola-barn;133
2022;Dec;Staffanstorp;Förskola;skola-barn;12
2022;Dec;Svedala;Förskola;skola-barn;64
2022;Dec;Lund;Förskoleklass;skola-barn;15
2022;Dec;Lund;Gymnasium;skola-barn;34
2022;Dec;Lund;Årskurs 1;skola-barn;39
2022;Dec;Svedala;Årskurs 1;skola-barn;20
2022;Dec;Kävlinge;Årskurs 2;skola-barn;68
2022;Dec;Malmö;Årskurs 2;skola-barn;28
2022;Dec;Lund;Årskurs 3;skola-barn;28
2022;Dec;Malmö;Årskurs 6;skola-barn;12
2022;Dec;Svalöv;Årskurs 6;skola-barn;24
2022;Dec;Lund;Högskola;skola-vuxen;
2022;Dec;Lund;Vuxenutbildning;skola-vuxen;134
2022;Dec;Malmö;Vuxenutbildning;skola-vuxen;14
2023;Jan;Lund;Förskola;skola-barn;37
2023;Jan;Lund;Förskoleklass;skola-barn;25
2023;Jan;Lund;Gymnasium;skola-barn;87
2023;Jan;Lund;Årskurs 1;skola-barn;1
2023;Jan;Lund;Årskurs 3;skola-barn;1
2023;Jan;Lomma;Årskurs 4;skola-barn;24
2023;Jan;Lund;Årskurs 9;skola-barn;22
2023;Jan;Lund;Högskola;skola-vuxen;
2023;Jan;Malmö;Högskola;skola-vuxen;
2023;Jan;Lund;Vuxenutbildning;skola-vuxen;53
2023;Jan;Vellinge;Vuxenutbildning;skola-vuxen;12
2023;Feb;Burlöv;Förskola;skola-barn;29
2023;Feb;Lund;Förskola;skola-barn;105
2023;Feb;Malmö;Förskola;skola-barn;29
2023;Feb;Eslöv;Förskoleklass;skola-barn;39
2023;Feb;Kristianstad;Förskoleklass;skola-barn;3
2023;Feb;Lund;Förskoleklass;skola-barn;8
2023;Feb;Helsingborg;Gymnasium;skola-barn;1
2023;Feb;Lund;Gymnasium;skola-barn;41
2023;Feb;Lund;Årskurs 1;skola-barn;50
2023;Feb;Staffanstorp;Årskurs 1;skola-barn;16
2023;Feb;Lund;Årskurs 2;skola-barn;50
2023;Feb;Staffanstorp;Årskurs 2;skola-barn;82
2023;Feb;Trelleborg;Årskurs 2;skola-barn;8
2023;Feb;Kävlinge;Årskurs 3;skola-barn;2
2023;Feb;Lund;Årskurs 3;skola-barn;120
2023;Feb;Staffanstorp;Årskurs 3;skola-barn;3
2023;Feb;Lomma;Årskurs 4;skola-barn;27
2023;Feb;Lund;Årskurs 5;skola-barn;18
2023;Feb;Trelleborg;Årskurs 8;skola-barn;12
2023;Feb;Lund;Årskurs 9;skola-barn;123
2023;Feb;Lund;Högskola;skola-vuxen;
2023;Feb;Kristianstad;Vuxenutbildning;skola-vuxen;17
2023;Feb;Lund;Vuxenutbildning;skola-vuxen;90
2023;Mar;Burlöv;Förskola;skola-barn;26
2023;Mar;Kävlinge;Förskola;skola-barn;24
2023;Mar;Lund;Förskola;skola-barn;1
2023;Mar;Lund;Förskoleklass;skola-barn;19
2023;Mar;Helsingborg;Gymnasium;skola-barn;9
2023;Mar;Klippan;Gymnasium;skola-barn;28
2023;Mar;Lund;Gymnasium;skola-barn;183
2023;Mar;Malmö;Gymnasium;skola-barn;57
2023;Mar;Lund;Årskurs 1;skola-barn;54
2023;Mar;Lund;Årskurs 2;skola-barn;36
2023;Mar;Lund;Årskurs 3;skola-barn;358
2023;Mar;Eslöv;Årskurs 4;skola-barn;10
2023;Mar;Lund;Årskurs 8;skola-barn;15
2023;Mar;Lund;Årskurs 9;skola-barn;37
2023;Mar;Lund;Högskola;skola-vuxen;
2023;Mar;Övrigt;Högskola;skola-vuxen;
2023;Mar;Lund;Vuxenutbildning;skola-vuxen;170
2023;Mar;Vellinge;Vuxenutbildning;skola-vuxen;5
2023;Apr;Lund;Förskola;skola-barn;1
2023;Apr;Lund;Gymnasium;skola-barn;41
2023;Apr;Svedala;Gymnasium;skola-barn;8
2023;Apr;Lund;Årskurs 3;skola-barn;87
2023;Apr;Malmö;Årskurs 4;skola-barn;26
2023;Apr;Klippan;Årskurs 6;skola-barn;10
2023;Apr;Lund;Årskurs 6;skola-barn;18
2023;Apr;Lund;Årskurs 7;skola-barn;67
2023;Apr;Lund;Årskurs 8;skola-barn;13
2023;Apr;Malmö;Årskurs 8;skola-barn;7
2023;Apr;Simrishamn;Årskurs 8;skola-barn;20
2023;Apr;Lund;Högskola;skola-vuxen;
2023;Apr;Lund;Vuxenutbildning;skola-vuxen;216
2023;Apr;Skurup;Vuxenutbildning;skola-vuxen;7
2023;Maj;Lund;Förskola;skola-barn;59
2023;Maj;Malmö;Förskola;skola-barn;36
2023;Maj;Lund;Förskoleklass;skola-barn;48
2023;Maj;Lund;Gymnasium;skola-barn;243
2023;Maj;Svedala;Gymnasium;skola-barn;13
2023;Maj;Lund;Årskurs 1;skola-barn;48
2023;Maj;Lund;Årskurs 2;skola-barn;54
2023;Maj;Staffanstorp;Årskurs 2;skola-barn;14
2023;Maj;Kristianstad;Årskurs 3;skola-barn;29
2023;Maj;Lund;Årskurs 3;skola-barn;20
2023;Maj;Malmö;Årskurs 3;skola-barn;47
2023;Maj;Staffanstorp;Årskurs 3;skola-barn;122
2023;Maj;Östra Göinge;Årskurs 3;skola-barn;29
2023;Maj;Lund;Årskurs 4;skola-barn;138
2023;Maj;Lund;Årskurs 5;skola-barn;55
2023;Maj;Hässleholm;Årskurs 6;skola-barn;44
2023;Maj;Höör;Årskurs 6;skola-barn;6
2023;Maj;Lund;Årskurs 6;skola-barn;2
2023;Maj;Höganäs;Årskurs 7;skola-barn;66
2023;Maj;Höör;Årskurs 7;skola-barn;25
2023;Maj;Lund;Årskurs 7;skola-barn;67
2023;Maj;Eslöv;Årskurs 8;skola-barn;55
2023;Maj;Kävlinge;Årskurs 8;skola-barn;10
2023;Maj;Staffanstorp;Årskurs 8;skola-barn;3
2023;Maj;Lund;Årskurs 9;skola-barn;43
2023;Maj;Lund;Högskola;skola-vuxen;
2023;Maj;Malmö;Högskola;skola-vuxen;
2023;Maj;Övrigt;Högskola;skola-vuxen;
2023;Maj;Kristianstad;Vuxenutbildning;skola-vuxen;18
2023;Maj;Lund;Vuxenutbildning;skola-vuxen;90
2023;Jun;Hässleholm;Förskola;skola-barn;15
2023;Jun;Lund;Förskola;skola-barn;36
2023;Jun;Malmö;Förskola;skola-barn;19
2023;Jun;Lund;Förskoleklass;skola-barn;17
2023;Jun;Eslöv;Gymnasium;skola-barn;27
2023;Jun;Kristianstad;Gymnasium;skola-barn;16
2023;Jun;Lund;Gymnasium;skola-barn;81
2023;Jun;Trelleborg;Gymnasium;skola-barn;35
2023;Jun;Lund;Årskurs 1;skola-barn;37
2023;Jun;Staffanstorp;Årskurs 1;skola-barn;58
2023;Jun;Lund;Årskurs 4;skola-barn;1
2023;Jun;Malmö;Årskurs 5;skola-barn;12
2023;Jun;Lund;Årskurs 6;skola-barn;68
2023;Jun;Landskrona;Årskurs 7;skola-barn;17
2023;Jun;Lund;Årskurs 7;skola-barn;67
2023;Jun;Trelleborg;Årskurs 7;skola-barn;29
2023;Jun;Landskrona;Årskurs 8;skola-barn;64
2023;Jun;Staffanstorp;Årskurs 8;skola-barn;131
2023;Jun;Lund;Årskurs 9;skola-barn;25
2023;Jun;Trelleborg;Årskurs 9;skola-barn;100
2023;Jun;Burlöv;Högskola;skola-vuxen;
2023;Jun;Hässleholm;Vuxenutbildning;skola-vuxen;23
2023;Jun;Malmö;Vuxenutbildning;skola-vuxen;21
2023;Jun;Sjöbo;Vuxenutbildning;skola-vuxen;28
2023;Jun;Skurup;Vuxenutbildning;skola-vuxen;13
2023;Jul;Lund;Förskola;skola-barn;57
2023;Jul;Lund;Förskoleklass;skola-barn;16
2023;Jul;Lund;Årskurs 2;skola-barn;38
2023;Jul;Helsingborg;Årskurs 3;skola-barn;13
2023;Jul;Lund;Årskurs 3;skola-barn;8
2023;Jul;Lund;Årskurs 7;skola-barn;1
2023;Jul;Malmö;Högskola;skola-vuxen;
2023;Jul;Lund;Vuxenutbildning;skola-vuxen;28
2023;Jul;Malmö;Vuxenutbildning;skola-vuxen;50
2023;Jul;Vellinge;Vuxenutbildning;skola-vuxen;9
2023;Aug;Lomma;Förskola;skola-barn;1
2023;Aug;Lund;Förskola;skola-barn;70
2023;Aug;Malmö;Förskola;skola-barn;23
2023;Aug;Lund;Förskoleklass;skola-barn;41
2023;Aug;Lund;Gymnasium;skola-barn;113
2023;Aug;Vellinge;Gymnasium;skola-barn;46
2023;Aug;Bjuv;Årskurs 4;skola-barn;1
2023;Aug;Lund;Årskurs 9;skola-barn;52
2023;Aug;Lund;Högskola;skola-vuxen;
2023;Aug;Lund;Vuxenutbildning;skola-vuxen;37
2023;Aug;Malmö;Vuxenutbildning;skola-vuxen;12
2023;Sep;Lund;Förskola;skola-barn;86
2023;Sep;Helsingborg;Förskoleklass;skola-barn;28
2023;Sep;Lund;Förskoleklass;skola-barn;11
2023;Sep;Eslöv;Gymnasium;skola-barn;28
2023;Sep;Lund;Gymnasium;skola-barn;300
2023;Sep;Malmö;Gymnasium;skola-barn;27
2023;Sep;Övrigt;Gymnasium;skola-barn;29
2023;Sep;Lund;Årskurs 1;skola-barn;10
2023;Sep;Lund;Årskurs 2;skola-barn;91
2023;Sep;Lund;Årskurs 3;skola-barn;97
2023;Sep;Lund;Årskurs 4;skola-barn;11
2023;Sep;Lund;Årskurs 5;skola-barn;10
2023;Sep;Lund;Årskurs 6;skola-barn;10
2023;Sep;Malmö;Årskurs 6;skola-barn;55
2023;Sep;Lund;Årskurs 7;skola-barn;11
2023;Sep;Lund;Högskola;skola-vuxen;
2023;Sep;Malmö;Högskola;skola-vuxen;
2023;Sep;Eslöv;Vuxenutbildning;skola-vuxen;3
2023;Sep;Lund;Vuxenutbildning;skola-vuxen;104
2023;Sep;Malmö;Vuxenutbildning;skola-vuxen;52
2023;Sep;Övrigt;Vuxenutbildning;skola-vuxen;32
2023;Okt;Lund;Förskola;skola-barn;30
2023;Okt;Lund;Förskoleklass;skola-barn;44
2023;Okt;Lund;Gymnasium;skola-barn;127
2023;Okt;Malmö;Gymnasium;skola-barn;173
2023;Okt;Svalöv;Gymnasium;skola-barn;10
2023;Okt;Lund;Årskurs 1;skola-barn;28
2023;Okt;Bjuv;Årskurs 2;skola-barn;13
2023;Okt;Lund;Årskurs 2;skola-barn;1
2023;Okt;Lund;Årskurs 3;skola-barn;377
2023;Okt;Lund;Årskurs 4;skola-barn;3
2023;Okt;Lund;Årskurs 7;skola-barn;18
2023;Okt;Lund;Årskurs 9;skola-barn;27
2023;Okt;Lund;Högskola;skola-vuxen;
2023;Okt;Lund;Vuxenutbildning;skola-vuxen;155
2023;Nov;Lund;Förskola;skola-barn;56
2023;Nov;Lund;Förskoleklass;skola-barn;64
2023;Nov;Båstad;Gymnasium;skola-barn;23
2023;Nov;Helsingborg;Gymnasium;skola-barn;45
2023;Nov;Lund;Gymnasium;skola-barn;57
2023;Nov;Lund;Årskurs 1;skola-barn;13
2023;Nov;Malmö;Årskurs 1;skola-barn;75
2023;Nov;Lund;Årskurs 2;skola-barn;8
2023;Nov;Lund;Årskurs 3;skola-barn;29
2023;Nov;Lund;Årskurs 6;skola-barn;37
2023;Nov;Lund;Högskola;skola-vuxen;
2023;Nov;Malmö;Högskola;skola-vuxen;
2023;Nov;Eslöv;Vuxenutbildning;skola-vuxen;6
2023;Nov;Lund;Vuxenutbildning;skola-vuxen;117
2023;Nov;Malmö;Vuxenutbildning;skola-vuxen;12
2023;Nov;Trelleborg;Vuxenutbildning;skola-vuxen;13
2023;Dec;Lund;Förskola;skola-barn;31
2023;Dec;Malmö;Förskola;skola-barn;63
2023;Dec;Lund;Förskoleklass;skola-barn;31
2023;Dec;Eslöv;Gymnasium;skola-barn;23
2023;Dec;Kristianstad;Gymnasium;skola-barn;37
2023;Dec;Landskrona;Gymnasium;skola-barn;50
2023;Dec;Lund;Gymnasium;skola-barn;195
2023;Dec;Malmö;Gymnasium;skola-barn;34
2023;Dec;Övrigt;Gymnasium;skola-barn;8
2023;Dec;Höör;Årskurs 1;skola-barn;14
2023;Dec;Höör;Årskurs 2;skola-barn;25
2023;Dec;Malmö;Årskurs 2;skola-barn;42
2023;Dec;Höör;Årskurs 3;skola-barn;23
2023;Dec;Höör;Årskurs 4;skola-barn;23
2023;Dec;Lund;Årskurs 4;skola-barn;45
2023;Dec;Höör;Årskurs 5;skola-barn;23
2023;Dec;Lund;Årskurs 5;skola-barn;8
2023;Dec;Höör;Årskurs 6;skola-barn;23
2023;Dec;Trelleborg;Årskurs 8;skola-barn;29
2023;Dec;Lund;Årskurs 9;skola-barn;12
2023;Dec;Lund;Högskola;skola-vuxen;
2023;Dec;Eslöv;Vuxenutbildning;skola-vuxen;22
2023;Dec;Kristianstad;Vuxenutbildning;skola-vuxen;8
2023;Dec;Lund;Vuxenutbildning;skola-vuxen;55
2023;Dec;Svalöv;Vuxenutbildning;skola-vuxen;15
2023;Dec;Vellinge;Vuxenutbildning;skola-vuxen;20
2024;Jan;Lund;Förskola;skola-barn;10
2024;Jan;Lomma;Gymnasium;skola-barn;28
2024;Jan;Lund;Gymnasium;skola-barn;152
2024;Jan;Malmö;Gymnasium;skola-barn;8
2024;Jan;Lomma;Årskurs 9;skola-barn;96
2024;Jan;Lund;Årskurs 9;skola-barn;26
2024;Jan;Lomma;Högskola;skola-vuxen;
2024;Jan;Lund;Högskola;skola-vuxen;
2024;Jan;Malmö;Högskola;skola-vuxen;
2024;Jan;Lund;Vuxenutbildning;skola-vuxen;71
2024;Jan;Övrigt;Vuxenutbildning;skola-vuxen;14
2024;Feb;Kristianstad;Förskola;skola-barn;16
2024;Feb;Lund;Förskola;skola-barn;53
2024;Feb;Malmö;Förskola;skola-barn;26
2024;Feb;Lund;Förskoleklass;skola-barn;25
2024;Feb;Lund;Gymnasium;skola-barn;59
2024;Feb;Svalöv;Gymnasium;skola-barn;19
2024;Feb;Övrigt;Gymnasium;skola-barn;18
2024;Feb;Lund;Årskurs 1;skola-barn;51
2024;Feb;Lund;Årskurs 2;skola-barn;24
2024;Feb;Lund;Årskurs 3;skola-barn;196
2024;Feb;Lund;Årskurs 4;skola-barn;88
2024;Feb;Lomma;Årskurs 6;skola-barn;23
2024;Feb;Lomma;Årskurs 8;skola-barn;19
2024;Feb;Lomma;Årskurs 9;skola-barn;255
2024;Feb;Lund;Årskurs 9;skola-barn;83
2024;Feb;Lund;Högskola;skola-vuxen;
2024;Feb;Övrigt;Högskola;skola-vuxen;
2024;Feb;Burlöv;Vuxenutbildning;skola-vuxen;19
2024;Feb;Kristianstad;Vuxenutbildning;skola-vuxen;3
2024;Feb;Lund;Vuxenutbildning;skola-vuxen;161
2024;Feb;Övrigt;Vuxenutbildning;skola-vuxen;14
2024;Mar;Lund;Förskola;skola-barn;34
2024;Mar;Malmö;Förskola;skola-barn;39
2024;Mar;Kävlinge;Förskoleklass;skola-barn;38
2024;Mar;Malmö;Förskoleklass;skola-barn;23
2024;Mar;Lund;Gymnasium;skola-barn;83
2024;Mar;Malmö;Gymnasium;skola-barn;27
2024;Mar;Tomelilla;Gymnasium;skola-barn;13
2024;Mar;Lund;Årskurs 1;skola-barn;86
2024;Mar;Staffanstorp;Årskurs 1;skola-barn;24
2024;Mar;Lund;Årskurs 2;skola-barn;129
2024;Mar;Lund;Årskurs 3;skola-barn;252
2024;Mar;Malmö;Årskurs 3;skola-barn;19
2024;Mar;Lund;Årskurs 4;skola-barn;26
2024;Mar;Lund;Årskurs 5;skola-barn;1
2024;Mar;Lund;Årskurs 7;skola-barn;8
2024;Mar;Trelleborg;Årskurs 7;skola-barn;18
2024;Mar;Skurup;Årskurs 8;skola-barn;18
2024;Mar;Lomma;Årskurs 9;skola-barn;98
2024;Mar;Lund;Högskola;skola-vuxen;
2024;Mar;Övrigt;Högskola;skola-vuxen;
2024;Mar;Lund;Vuxenutbildning;skola-vuxen;153
2024;Mar;Malmö;Vuxenutbildning;skola-vuxen;39
2024;Apr;Lund;Förskola;skola-barn;163
2024;Apr;Malmö;Förskola;skola-barn;19
2024;Apr;Lund;Förskoleklass;skola-barn;68
2024;Apr;Eslöv;Gymnasium;skola-barn;12
2024;Apr;Helsingborg;Gymnasium;skola-barn;14
2024;Apr;Klippan;Gymnasium;skola-barn;40
2024;Apr;Kristianstad;Gymnasium;skola-barn;26
2024;Apr;Lund;Gymnasium;skola-barn;156
2024;Apr;Lund;Årskurs 1;skola-barn;215
2024;Apr;Lund;Årskurs 2;skola-barn;79
2024;Apr;Lund;Årskurs 3;skola-barn;188
2024;Apr;Lund;Årskurs 4;skola-barn;5
2024;Apr;Lund;Årskurs 5;skola-barn;1
2024;Apr;Lund;Årskurs 6;skola-barn;4
2024;Apr;Lund;Årskurs 7;skola-barn;60
2024;Apr;Burlöv;Högskola;skola-vuxen;
2024;Apr;Lund;Högskola;skola-vuxen;
2024;Apr;Malmö;Högskola;skola-vuxen;
2024;Apr;Lund;Vuxenutbildning;skola-vuxen;162
2024;Apr;Malmö;Vuxenutbildning;skola-vuxen;37
2024;Maj;Hässleholm;Förskola;skola-barn;14
2024;Maj;Kävlinge;Förskola;skola-barn;40
2024;Maj;Lomma;Förskola;skola-barn;25
2024;Maj;Lund;Förskola;skola-barn;209
2024;Maj;Staffanstorp;Förskola;skola-barn;15
2024;Maj;Svedala;Förskola;skola-barn;8
2024;Maj;Trelleborg;Förskola;skola-barn;26
2024;Maj;Lund;Förskoleklass;skola-barn;139
2024;Maj;Helsingborg;Gymnasium;skola-barn;2
2024;Maj;Lund;Gymnasium;skola-barn;179
2024;Maj;Svedala;Gymnasium;skola-barn;18
2024;Maj;Trelleborg;Gymnasium;skola-barn;11
2024;Maj;Övrigt;Gymnasium;skola-barn;23
2024;Maj;Lomma;Årskurs 1;skola-barn;49
2024;Maj;Lund;Årskurs 1;skola-barn;190
2024;Maj;Lund;Årskurs 2;skola-barn;86
2024;Maj;Kristianstad;Årskurs 3;skola-barn;115
2024;Maj;Lomma;Årskurs 3;skola-barn;42
2024;Maj;Lund;Årskurs 3;skola-barn;33
2024;Maj;Staffanstorp;Årskurs 3;skola-barn;51
2024;Maj;Svalöv;Årskurs 3;skola-barn;44
2024;Maj;Örkelljunga;Årskurs 3;skola-barn;39
2024;Maj;Lund;Årskurs 4;skola-barn;2
2024;Maj;Klippan;Årskurs 7;skola-barn;11
2024;Maj;Lund;Årskurs 7;skola-barn;4
2024;Maj;Lund;Årskurs 8;skola-barn;8
2024;Maj;Kävlinge;Årskurs 9;skola-barn;6
2024;Maj;Landskrona;Årskurs 9;skola-barn;60
2024;Maj;Staffanstorp;Årskurs 9;skola-barn;19
2024;Maj;Burlöv;Högskola;skola-vuxen;
2024;Maj;Lund;Högskola;skola-vuxen;
2024;Maj;Övrigt;Högskola;skola-vuxen;
2024;Maj;Landskrona;Vuxenutbildning;skola-vuxen;17
2024;Maj;Lund;Vuxenutbildning;skola-vuxen;64
2024;Maj;Sjöbo;Vuxenutbildning;skola-vuxen;21
2024;Maj;Svalöv;Vuxenutbildning;skola-vuxen;13
2024;Maj;Svedala;Vuxenutbildning;skola-vuxen;18
2024;Jun;Lund;Förskola;skola-barn;26
2024;Jun;Malmö;Förskola;skola-barn;45
2024;Jun;Staffanstorp;Förskola;skola-barn;63
2024;Jun;Lund;Förskoleklass;skola-barn;50
2024;Jun;Eslöv;Gymnasium;skola-barn;39
2024;Jun;Lund;Gymnasium;skola-barn;41
2024;Jun;Svedala;Gymnasium;skola-barn;16
2024;Jun;Kävlinge;Årskurs 1;skola-barn;32
2024;Jun;Lund;Årskurs 1;skola-barn;17
2024;Jun;Lund;Årskurs 2;skola-barn;27
2024;Jun;Staffanstorp;Årskurs 2;skola-barn;85
2024;Jun;Höganäs;Årskurs 3;skola-barn;63
2024;Jun;Lund;Årskurs 3;skola-barn;46
2024;Jun;Trelleborg;Årskurs 3;skola-barn;62
2024;Jun;Lund;Årskurs 4;skola-barn;48
2024;Jun;Lund;Årskurs 7;skola-barn;28
2024;Jun;Lund;Årskurs 8;skola-barn;43
2024;Jun;Vellinge;Årskurs 8;skola-barn;71
2024;Jun;Lund;Årskurs 9;skola-barn;23
2024;Jun;Skurup;Årskurs 9;skola-barn;2
2024;Jun;Trelleborg;Årskurs 9;skola-barn;44
2024;Jun;Hörby;Vuxenutbildning;skola-vuxen;14
2024;Jun;Kristianstad;Vuxenutbildning;skola-vuxen;10
2024;Jun;Lomma;Vuxenutbildning;skola-vuxen;40
2024;Jun;Lund;Vuxenutbildning;skola-vuxen;68
2024;Jun;Vellinge;Vuxenutbildning;skola-vuxen;10
2024;Jul;Burlöv;Förskola;skola-barn;16
2024;Jul;Lund;Förskola;skola-barn;87
2024;Jul;Lund;Årskurs 1;skola-barn;21
2024;Jul;Lund;Årskurs 2;skola-barn;32
2024;Jul;Lund;Årskurs 5;skola-barn;2
2024;Jul;Lund;Vuxenutbildning;skola-vuxen;5
2024;Jul;Malmö;Vuxenutbildning;skola-vuxen;51
2024;Aug;Lund;Förskola;skola-barn;115
2024;Aug;Klippan;Gymnasium;skola-barn;39
2024;Aug;Lund;Gymnasium;skola-barn;44
2024;Aug;Lund;Årskurs 7;skola-barn;25
2024;Aug;Lund;Årskurs 8;skola-barn;39
2024;Aug;Lund;Årskurs 9;skola-barn;39
2024;Aug;Simrishamn;Årskurs 9;skola-barn;25
2024;Aug;Vellinge;Högskola;skola-vuxen;
2024;Aug;Lund;Vuxenutbildning;skola-vuxen;39
2024;Aug;Malmö;Vuxenutbildning;skola-vuxen;25
2024;Aug;Staffanstorp;Vuxenutbildning;skola-vuxen;3
2024;Aug;Ängelholm;Vuxenutbildning;skola-vuxen;3
2024;Sep;Lund;Förskola;skola-barn;129
2024;Sep;Staffanstorp;Förskola;skola-barn;23
2024;Sep;Kävlinge;Förskoleklass;skola-barn;46
2024;Sep;Lund;Förskoleklass;skola-barn;29
2024;Sep;Båstad;Gymnasium;skola-barn;18
2024;Sep;Hässleholm;Gymnasium;skola-barn;18
2024;Sep;Lund;Gymnasium;skola-barn;266
2024;Sep;Övrigt;Gymnasium;skola-barn;167
2024;Sep;Lund;Årskurs 1;skola-barn;36
2024;Sep;Kävlinge;Årskurs 2;skola-barn;22
2024;Sep;Lund;Årskurs 2;skola-barn;45
2024;Sep;Lund;Årskurs 3;skola-barn;194
2024;Sep;Staffanstorp;Årskurs 5;skola-barn;85
2024;Sep;Lund;Årskurs 6;skola-barn;33
2024;Sep;Malmö;Årskurs 7;skola-barn;11
2024;Sep;Övrigt;Årskurs 8;skola-barn;29
2024;Sep;Kävlinge;Årskurs 9;skola-barn;152
2024;Sep;Lund;Högskola;skola-vuxen;
2024;Sep;Övrigt;Högskola;skola-vuxen;
2024;Sep;Eslöv;Vuxenutbildning;skola-vuxen;10
2024;Sep;Lund;Vuxenutbildning;skola-vuxen;138
2024;Okt;Lund;Förskola;skola-barn;94
2024;Okt;Osby;Förskola;skola-barn;19
2024;Okt;Lund;Förskoleklass;skola-barn;46
2024;Okt;Lund;Gymnasium;skola-barn;257
2024;Okt;Malmö;Gymnasium;skola-barn;79
2024;Okt;Ystad;Gymnasium;skola-barn;28
2024;Okt;Övrigt;Gymnasium;skola-barn;14
2024;Okt;Lund;Årskurs 1;skola-barn;56
2024;Okt;Lund;Årskurs 2;skola-barn;93
2024;Okt;Lund;Årskurs 3;skola-barn;298
2024;Okt;Lund;Årskurs 4;skola-barn;3
2024;Okt;Burlöv;Årskurs 6;skola-barn;39
2024;Okt;Lund;Årskurs 7;skola-barn;144
2024;Okt;Lund;Årskurs 8;skola-barn;28
2024;Okt;Malmö;Årskurs 8;skola-barn;46
2024;Okt;Åstorp;Årskurs 8;skola-barn;10
2024;Okt;Kristianstad;Högskola;skola-vuxen;
2024;Okt;Lund;Högskola;skola-vuxen;
2024;Okt;Vellinge;Högskola;skola-vuxen;
2024;Okt;Burlöv;Vuxenutbildning;skola-vuxen;76
2024;Okt;Kristianstad;Vuxenutbildning;skola-vuxen;30
2024;Okt;Lund;Vuxenutbildning;skola-vuxen;166
2024;Okt;Svalöv;Vuxenutbildning;skola-vuxen;14
2024;Nov;Kävlinge;Förskola;skola-barn;24
2024;Nov;Lund;Förskola;skola-barn;52
2024;Nov;Malmö;Förskola;skola-barn;40
2024;Nov;Bjuv;Förskoleklass;skola-barn;1
2024;Nov;Kävlinge;Förskoleklass;skola-barn;24
2024;Nov;Lund;Förskoleklass;skola-barn;9
2024;Nov;Lund;Gymnasium;skola-barn;145
2024;Nov;Kävlinge;Årskurs 1;skola-barn;26
2024;Nov;Lund;Årskurs 1;skola-barn;49
2024;Nov;Lund;Årskurs 2;skola-barn;105
2024;Nov;Malmö;Årskurs 2;skola-barn;10
2024;Nov;Lund;Årskurs 3;skola-barn;2
2024;Nov;Lund;Årskurs 4;skola-barn;67
2024;Nov;Malmö;Årskurs 5;skola-barn;59
2024;Nov;Kävlinge;Årskurs 6;skola-barn;22
2024;Nov;Lomma;Årskurs 6;skola-barn;13
